,name_x,name_y,value,source,target
1946,immd0330,ARG1000,2,167.0,91.0
1949,whgu0378,jgd29,5,4.0,358.0
1950,whgu0378,HME22,3,4.0,15.0
1951,PP10001,HME22,1,16.0,15.0
1952,QG209,HME22,1,17.0,15.0
1954,DFE20,HME22,1,72.0,15.0
1955,DFE20,QG209,1,72.0,17.0
1957,JDB1003,HME22,1,103.0,15.0
1963,clme1358,SVL1000,3,157.0,45.0
1964,whgu0378,ERM1000,4,4.0,329.0
1966,stat0054,stat0004,2,252.0,49.0
1968,DFE20,AA461,3,72.0,12.0
1970,card0025,card0027,1,23.0,117.0
1974,immd0024,whgu0210,1,68.0,132.0
1975,immd0282,whgu0210,1,181.0,132.0
1976,immd0282,immd0024,2,181.0,68.0
1979,card0027,whgu0274,1,117.0,5.0
1980,card0018,whgu0274,1,24.0,5.0
1981,bioc0212,whgu0274,1,247.0,5.0
1982,RALP2,LV225,1,372.0,86.0
1984,MPA28,PHJ20,1,373.0,196.0
1987,mjg40,TM418,1,190.0,369.0
1988,immd0499,SPJ13,1,218.0,93.0
1989,KMB1001,DJL15,1,43.0,102.0
1990,KMB1001,mjg40,1,43.0,190.0
1991,FAG1000,mjg40,1,44.0,190.0
1992,AGL22,KMB1001,1,198.0,43.0
1993,CEM45,KMB1001,1,87.0,43.0
1995,DEN22,KMB1001,1,11.0,43.0
1996,DEN22,CEM45,2,11.0,87.0
1997,BG200,gm263,2,186.0,209.0
1998,BJPH2,gm263,2,159.0,209.0
1999,BJPH2,BG200,2,159.0,186.0
2000,KO268,gm263,2,187.0,209.0
2001,KO268,BG200,2,187.0,186.0
2002,KO268,BJPH2,2,187.0,159.0
2005,DRS36,TLB20,1,331.0,173.0
2006,immd0023,immd0084,1,201.0,92.0
2008,ndos0723,FMW22,1,320.0,35.0
2009,clme0169,ctsu0165,1,76.0,115.0
2010,clme0193,clme0149,1,275.0,65.0
2012,JDB1003,SC10021,1,103.0,168.0
2013,NR343,SC10021,1,375.0,168.0
2014,NR343,JDB1003,1,375.0,103.0
2016,DO261,JC553,1,296.0,288.0
2018,olin0014,immd0282,1,229.0,181.0
2021,whgu0378,TGQE2,1,4.0,138.0
2022,whgu0378,NJW1004,2,4.0,319.0
2023,card0027,TGQE2,1,117.0,138.0
2024,card0027,DFE20,1,117.0,72.0
2025,clne0024,clme0220,1,140.0,38.0
2026,immd0330,clab0101,2,167.0,95.0
2027,MJM16,NC109,6,377.0,74.0
2030,path0511,clab0035,1,60.0,32.0
2032,clph0059,card0025,1,133.0,23.0
2033,TDL2,GIE20,1,338.0,144.0
2034,gsv20,gm263,1,379.0,209.0
2035,gsv20,BG200,1,379.0,186.0
2036,gsv20,BJPH2,1,379.0,159.0
2037,gsv20,KO268,1,379.0,187.0
2038,stat0004,ACA20,1,49.0,71.0
2039,whgu0172,SPJ13,1,1.0,93.0
2040,raob0005,SPJ13,1,362.0,93.0
2041,IRB21,SVL1000,1,183.0,45.0
2044,DO202,HRM28,1,381.0,147.0
2046,DFE20,ACA20,2,72.0,71.0
2047,KBK21,ACA20,1,22.0,71.0
2048,KBK21,DFE20,1,22.0,72.0
2049,MDT33,ACA20,1,58.0,71.0
2050,MDT33,DFE20,1,58.0,72.0
2051,whgu0527,AMD24,1,211.0,14.0
2052,whgu0527,PP10001,1,211.0,16.0
2053,whgu0527,ACA20,1,211.0,71.0
2054,whgu0527,DFE20,1,211.0,72.0
2055,whgu0527,NJW1004,1,211.0,319.0
2059,GIE20,FM319,1,144.0,346.0
2060,TDL2,FM319,1,338.0,346.0
2064,AAS41,RD439,2,383.0,788.0
2066,DK10012,EDL1,1,233.0,129.0
2068,smlea,clme0149,1,128.0,65.0
2069,FR269,DIJ21,3,215.0,112.0
2071,LSI10,MEW10,1,384.0,20.0
2073,clme0497,SVL1000,1,41.0,45.0
2074,UFK20,KC370,1,184.0,303.0
2075,ERC24,KC370,1,108.0,303.0
2076,gree1192,CJW53,1,10.0,137.0
2077,GL290,DEN22,2,297.0,11.0
2078,gree1192,JLG40,2,10.0,131.0
2079,gree1499,JLG40,2,73.0,131.0
2080,KK101,JLG40,1,0.0,131.0
2081,NJW1004,JLG40,1,319.0,131.0
2085,TK106,AG229,1,386.0,239.0
2086,TGQE2,SCP46,1,138.0,356.0
2087,bioc0416,raob0189,1,134.0,79.0
2089,AL499,CEM45,1,387.0,87.0
2090,AL499,DEN22,3,387.0,11.0
2096,JC553,DEN22,1,288.0,11.0
2097,clme0439,ocms0064,2,326.0,266.0
2098,clme0975,clme0169,1,31.0,76.0
2099,clme0169,immd0023,1,76.0,201.0
2101,EPM27,cattc107,2,310.0,491.0
2103,NC109,DEN22,1,74.0,11.0
2104,KBM1000,DFE20,1,317.0,72.0
2105,raob0072,wolf1917,1,26.0,195.0
2106,clme0975,wolf1917,1,31.0,195.0
2107,molb0002,CER51,1,52.0,370.0
2110,clme0485,clme0494,1,248.0,27.0
2111,clme0494,immd0151,1,27.0,29.0
2112,clme0494,immd0036,1,27.0,217.0
2114,gree0184,ctsu0165,2,101.0,115.0
2115,clme1651,GL290,1,340.0,297.0
2116,whgu0274,CF366,3,5.0,382.0
2118,clme0220,PHM29,1,38.0,300.0
2119,immd0316,PHM29,1,34.0,300.0
2120,clme0237,immd0151,2,77.0,29.0
2121,AA461,DEN22,1,12.0,11.0
2122,x_b03,SB10031,1,291.0,141.0
2123,TL347,KMB1001,1,224.0,43.0
2125,clme0240,immd0237,1,3.0,2.0
2126,clme0240,whgu0256,1,3.0,67.0
2127,whgu0378,whgu0256,1,4.0,67.0
2128,clme0301,ERM1000,1,180.0,329.0
2129,KK101,AS889,1,0.0,88.0
2130,NJW1004,AS889,1,319.0,88.0
2132,JDB1003,PAWE1,1,103.0,235.0
2133,RSJ33,JLG40,1,109.0,131.0
2134,PAWE1,cattc107,2,235.0,491.0
2137,KK101,AA461,2,0.0,12.0
2139,ndos0159,whgu0142,1,388.0,40.0
2140,ndos0159,clme0497,1,388.0,41.0
2142,PP10001,NGB21,2,16.0,63.0
2143,JG477,DIJ21,1,104.0,112.0
2145,GMT11,AHG13,2,389.0,116.0
2147,AGL22,NS421,1,198.0,236.0
2148,st321,NS421,1,19.0,236.0
2149,clme0237,whgu0408,1,77.0,298.0
2150,clme0237,whgu0378,1,77.0,4.0
2151,CJW53,KH387,1,137.0,6.0
2153,ABJ26,CFK23,1,390.0,301.0
2154,clme0220,fjg28,1,38.0,250.0
2155,immd0282,bioc0801,1,181.0,243.0
2158,immd0036,immd0075,1,217.0,208.0
2159,UFK20,AMD3,1,184.0,306.0
2161,SJP58,SP577,1,241.0,69.0
2164,card0027,ctsu0165,1,117.0,115.0
2165,PP10001,st321,1,16.0,19.0
2166,JDB1003,st321,1,103.0,19.0
2167,immd0330,EJB60,1,167.0,89.0
2168,immd0556,EJB60,1,54.0,89.0
2169,mjg40,DJL15,1,190.0,102.0
2170,immd0024,CEM45,1,68.0,87.0
2171,immd0024,AS889,1,68.0,88.0
2172,immd0024,EJB60,1,68.0,89.0
2173,immd0024,AJW1000,1,68.0,90.0
2174,immd0024,cattc107,1,68.0,491.0
2175,clab0035,CEM45,1,32.0,87.0
2176,clab0035,AS889,1,32.0,88.0
2177,clab0035,EJB60,1,32.0,89.0
2178,clab0035,AJW1000,1,32.0,90.0
2179,clab0035,cattc107,1,32.0,491.0
2180,clab0101,CEM45,1,95.0,87.0
2181,clab0101,AS889,1,95.0,88.0
2182,clab0101,EJB60,1,95.0,89.0
2183,clab0101,AJW1000,1,95.0,90.0
2184,clab0101,cattc107,1,95.0,491.0
2185,DIJ21,FVG20,1,112.0,176.0
2186,FR269,FVG20,1,215.0,176.0
2187,SVL1000,FVG20,1,45.0,176.0
2188,SVL1000,DIJ21,1,45.0,112.0
2189,AB454,FVG20,1,85.0,176.0
2190,AB454,DIJ21,1,85.0,112.0
2191,AB454,SVL1000,1,85.0,45.0
2192,PJB91,FVG20,1,47.0,176.0
2193,PJB91,DIJ21,1,47.0,112.0
2194,PJB91,SVL1000,2,47.0,45.0
2195,RMM32,FVG20,1,48.0,176.0
2196,RMM32,DIJ21,1,48.0,112.0
2197,RMM32,SVL1000,4,48.0,45.0
2198,RMM32,AB454,1,48.0,85.0
2200,FAG1000,KMB1001,2,44.0,43.0
2202,OAS23,CA26,1,39.0,185.0
2204,SK10023,MQD20,2,344.0,323.0
2205,CG348,AS889,1,231.0,88.0
2207,CJW53,SP580,1,137.0,80.0
2208,PAK29,SP580,1,367.0,80.0
2209,card0027,stat0004,2,117.0,49.0
2210,card0027,gree0184,1,117.0,101.0
2212,lina0435,JT233,1,166.0,234.0
2214,DSCJ1,SVL1000,1,46.0,45.0
2215,PJB91,DSCJ1,1,47.0,46.0
2216,RMM32,DSCJ1,1,48.0,46.0
2217,RMM32,PJB91,1,48.0,47.0
2218,JDB1003,SVL1000,1,103.0,45.0
2219,JDB1003,DSCJ1,1,103.0,46.0
2220,JDB1003,PJB91,1,103.0,47.0
2221,JDB1003,RMM32,1,103.0,48.0
2223,quee1607,whgu0378,1,78.0,4.0
2224,immd0084,MN332,1,92.0,295.0
2225,immd0198,MN332,1,251.0,295.0
2227,immd0100,clme0219,1,82.0,81.0
2228,lina0435,NJW1004,1,166.0,319.0
2229,TB507,DJL15,2,385.0,102.0
2231,TK106,EDL1,1,386.0,129.0
2233,gree1024,clme0845,1,200.0,148.0
2234,DFE20,DEN22,1,72.0,11.0
2236,clme0485,clab0127,1,248.0,244.0
2238,FAG1000,VJG29,1,44.0,118.0
2239,TB507,VJG29,1,385.0,118.0
2240,TB507,FAG1000,1,385.0,44.0
2243,HL316,DEN25,1,8.0,207.0
2244,SR504,DEN25,1,394.0,207.0
2245,PP10001,CC234,1,16.0,13.0
